EventID,Country,Observatory-ID,ARMS-ID,Latitude,Longitude,Depth (m),Deployment Date,Collection Date,Fraction,Preservative,Filter (micrometer),MaterialSample-ID,OriginalSample-ID,gene_COI,gene_COI_negative_control,gene_ITS,gene_ITS_negative_control,gene_18S,gene_18S_negative_control
ARMS_SWC_Gbg3_20200206_20200529,Sweden,SWC,Gbg3,57.680533,11.740578,8,2020-02-06,2020-05-29,Sessile,DMSO,40,ARMS_SWC_Gbg3_20200206_20200529_SF40,ARMS_SWC_Gbg3_200206-200529_SF40,ERR4914123,ERR4914160,ERR4914181,ERR4914218,ERR4914065,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,Sweden,SWC,Gbg4,57.680805,11.728331,6,2020-02-06,2020-05-29,Motile,DMSO,100,ARMS_SWC_Gbg4_20200206_20200529_MF100,ARMS_SWC_Gbg4_200206-200529_MF100,ERR4914124,ERR4914160,ERR4914182,ERR4914218,ERR4914066,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,Sweden,SWC,Gbg4,57.680805,11.728331,6,2020-02-06,2020-05-29,Motile,DMSO,500,ARMS_SWC_Gbg4_20200206_20200529_MF500,ARMS_SWC_Gbg4_200206-200529_MF500,ERR4914125,ERR4914160,ERR4914183,ERR4914218,ERR4914067,ERR4914102
ARMS_SWC_Gbg4_20200206_20200529,Sweden,SWC,Gbg4,57.680805,11.728331,6,2020-02-06,2020-05-29,Sessile,DMSO,40,ARMS_SWC_Gbg4_20200206_20200529_SF40,ARMS_SWC_Gbg4_200206-200529_SF40,ERR4914126,ERR4914160,ERR4914184,ERR4914218,ERR4914068,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,Sweden,SWC,Helsingborg1,56.026272,12.695728,2,2020-03-05,2020-06-04,Motile,DMSO,100,ARMS_SWC_Helsingborg1_20200305_20200604_MF100,ARMS_SWC_Helsingborg1_200305-200604_MF100,ERR4914127,ERR4914160,ERR4914185,ERR4914218,ERR4914069,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,Sweden,SWC,Helsingborg1,56.026272,12.695728,2,2020-03-05,2020-06-04,Motile,DMSO,500,ARMS_SWC_Helsingborg1_20200305_20200604_MF500,ARMS_SWC_Helsingborg1_200305-200604_MF500,ERR4914128,ERR4914160,ERR4914186,ERR4914218,ERR4914070,ERR4914102
ARMS_SWC_Helsingborg1_20200305_20200604,Sweden,SWC,Helsingborg1,56.026272,12.695728,2,2020-03-05,2020-06-04,Sessile,DMSO,40,ARMS_SWC_Helsingborg1_20200305_20200604_SF40,ARMS_SWC_Helsingborg1_200305-200604_SF40,ERR4914129,ERR4914160,ERR4914187,ERR4914218,ERR4914071,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,Sweden,SWC,Helsingborg2,56.018061,12.700541,2,2020-03-05,2020-06-04,Motile,DMSO,100,ARMS_SWC_Helsingborg2_20200305_20200604_MF100,ARMS_SWC_Helsingborg2_200305-200604_MF100,ERR4914130,ERR4914160,ERR4914188,ERR4914218,ERR4914072,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,Sweden,SWC,Helsingborg2,56.018061,12.700541,2,2020-03-05,2020-06-04,Motile,DMSO,500,ARMS_SWC_Helsingborg2_20200305_20200604_MF500,ARMS_SWC_Helsingborg2_200305-200604_MF500,ERR4914131,ERR4914160,ERR4914189,ERR4914218,ERR4914073,ERR4914102
ARMS_SWC_Helsingborg2_20200305_20200604,Sweden,SWC,Helsingborg2,56.018061,12.700541,2,2020-03-05,2020-06-04,Sessile,DMSO,40,ARMS_SWC_Helsingborg2_20200305_20200604_SF40,ARMS_SWC_Helsingborg2_200305-200604_SF40,ERR4914132,ERR4914160,ERR4914190,ERR4914218,ERR4914074,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,Sweden,SWC,Hjuvik1,57.703221,11.711363,2,2020-01-31,2020-05-18,Motile,DMSO,100,ARMS_SWC_Hjuvik1_20200131_20200518_MF100,ARMS_SWC_Hjuvik1_200131-200518_MF100,ERR4914133,ERR4914160,ERR4914191,ERR4914218,ERR4914075,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,Sweden,SWC,Hjuvik1,57.703221,11.711363,2,2020-01-31,2020-05-18,Motile,DMSO,500,ARMS_SWC_Hjuvik1_20200131_20200518_MF500,ARMS_SWC_Hjuvik1_200131-200518_MF500,ERR4914134,ERR4914160,ERR4914192,ERR4914218,ERR4914076,ERR4914102
ARMS_SWC_Hjuvik1_20200131_20200518,Sweden,SWC,Hjuvik1,57.703221,11.711363,2,2020-01-31,2020-05-18,Sessile,DMSO,40,ARMS_SWC_Hjuvik1_20200131_20200518_SF40,ARMS_SWC_Hjuvik1_200131-200518_SF40,ERR4914135,ERR4914160,ERR4914193,ERR4914218,ERR4914077,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,Sweden,SWC,Marstrand1,57.914434,11.594154,5,2020-02-28,2020-05-27,Motile,DMSO,100,ARMS_SWC_Marstrand1_20200228_20200527_MF100,ARMS_SWC_Marstrand1_200228-200527_MF100,ERR4914136,ERR4914160,ERR4914194,ERR4914218,ERR4914078,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,Sweden,SWC,Marstrand1,57.914434,11.594154,5,2020-02-28,2020-05-27,Motile,DMSO,500,ARMS_SWC_Marstrand1_20200228_20200527_MF500,ARMS_SWC_Marstrand1_200228-200527_MF500,ERR4914137,ERR4914160,ERR4914195,ERR4914218,ERR4914079,ERR4914102
ARMS_SWC_Marstrand1_20200228_20200527,Sweden,SWC,Marstrand1,57.914434,11.594154,5,2020-02-28,2020-05-27,Sessile,DMSO,40,ARMS_SWC_Marstrand1_20200228_20200527_SF40,ARMS_SWC_Marstrand1_200228-200527_SF40,ERR4914138,ERR4914160,ERR4914196,ERR4914218,ERR4914080,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,Sweden,SWC,Marstrand2,57.903512,11.581548,5,2020-02-28,2020-05-27,Motile,DMSO,100,ARMS_SWC_Marstrand2_20200228_20200527_MF100,ARMS_SWC_Marstrand2_200228-200527_MF100,ERR4914139,ERR4914160,ERR4914197,ERR4914218,ERR4914081,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,Sweden,SWC,Marstrand2,57.903512,11.581548,5,2020-02-28,2020-05-27,Motile,DMSO,500,ARMS_SWC_Marstrand2_20200228_20200527_MF500,ARMS_SWC_Marstrand2_200228-200527_MF500,ERR4914140,ERR4914160,ERR4914198,ERR4914218,ERR4914082,ERR4914102
ARMS_SWC_Marstrand2_20200228_20200527,Sweden,SWC,Marstrand2,57.903512,11.581548,5,2020-02-28,2020-05-27,Sessile,DMSO,40,ARMS_SWC_Marstrand2_20200228_20200527_SF40,ARMS_SWC_Marstrand2_200228-200527_SF40,ERR4914141,ERR4914160,ERR4914199,ERR4914218,ERR4914083,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,Sweden,SWC,Marstrand3,57.889278,11.585722,5,2020-02-28,2020-05-27,Motile,DMSO,100,ARMS_SWC_Marstrand3_20200228_20200527_MF100,ARMS_SWC_Marstrand3_200228-200527_MF100,ERR4914142,ERR4914160,ERR4914200,ERR4914218,ERR4914084,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,Sweden,SWC,Marstrand3,57.889278,11.585722,5,2020-02-28,2020-05-27,Motile,DMSO,500,ARMS_SWC_Marstrand3_20200228_20200527_MF500,ARMS_SWC_Marstrand3_200228-200527_MF500,ERR4914143,ERR4914160,ERR4914201,ERR4914218,ERR4914085,ERR4914102
ARMS_SWC_Marstrand3_20200228_20200527,Sweden,SWC,Marstrand3,57.889278,11.585722,5,2020-02-28,2020-05-27,Sessile,DMSO,40,ARMS_SWC_Marstrand3_20200228_20200527_SF40,ARMS_SWC_Marstrand3_200228-200527_SF40,ERR4914144,ERR4914160,ERR4914202,ERR4914218,ERR4914086,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,Sweden,SWC,Preemraff1,58.3533,11.43486,3,2020-04-01,2020-07-15,Motile,DMSO,100,ARMS_SWC_Preemraff1_20200401_20200715_MF100,ARMS_SWC_Preemraff1_200401-200715_MF100,ERR4914154,ERR4914160,ERR4914212,ERR4914218,ERR4914096,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,Sweden,SWC,Preemraff1,58.3533,11.43486,3,2020-04-01,2020-07-15,Motile,DMSO,500,ARMS_SWC_Preemraff1_20200401_20200715_MF500,ARMS_SWC_Preemraff1_200401-200715_MF500,ERR4914155,ERR4914160,ERR4914213,ERR4914218,ERR4914097,ERR4914102
ARMS_SWC_Preemraff1_20200401_20200715,Sweden,SWC,Preemraff1,58.3533,11.43486,3,2020-04-01,2020-07-15,Sessile,DMSO,40,ARMS_SWC_Preemraff1_20200401_20200715_SF40,ARMS_SWC_Preemraff1_200401-200715_SF40,ERR4914156,ERR4914160,ERR4914214,ERR4914218,ERR4914098,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,Sweden,SWC,Preemraff2,58.35405,11.43394,3,2020-04-01,2020-07-15,Motile,DMSO,100,ARMS_SWC_Preemraff2_20200401_20200715_MF100,ARMS_SWC_Preemraff2_200401-200715_MF100,ERR4914157,ERR4914160,ERR4914215,ERR4914218,ERR4914099,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,Sweden,SWC,Preemraff2,58.35405,11.43394,3,2020-04-01,2020-07-15,Motile,DMSO,500,ARMS_SWC_Preemraff2_20200401_20200715_MF500,ARMS_SWC_Preemraff2_200401-200715_MF500,ERR4914158,ERR4914160,ERR4914216,ERR4914218,ERR4914100,ERR4914102
ARMS_SWC_Preemraff2_20200401_20200715,Sweden,SWC,Preemraff2,58.35405,11.43394,3,2020-04-01,2020-07-15,Sessile,DMSO,40,ARMS_SWC_Preemraff2_20200401_20200715_SF40,ARMS_SWC_Preemraff2_200401-200715_SF40,ERR4914159,ERR4914160,ERR4914217,ERR4914218,ERR4914101,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,Sweden,SWC,Varberg1,57.1133741,12.2299832,2,2020-02-13,2020-06-03,Motile,DMSO,100,ARMS_SWC_Varberg1_20200213_20200603_MF100,ARMS_SWC_Varberg1_200213-200603_MF100,ERR4914145,ERR4914160,ERR4914203,ERR4914218,ERR4914087,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,Sweden,SWC,Varberg1,57.1133741,12.2299832,2,2020-02-13,2020-06-03,Motile,DMSO,500,ARMS_SWC_Varberg1_20200213_20200603_MF500,ARMS_SWC_Varberg1_200213-200603_MF500,ERR4914146,ERR4914160,ERR4914204,ERR4914218,ERR4914088,ERR4914102
ARMS_SWC_Varberg1_20200213_20200603,Sweden,SWC,Varberg1,57.1133741,12.2299832,2,2020-02-13,2020-06-03,Sessile,DMSO,40,ARMS_SWC_Varberg1_20200213_20200603_SF40,ARMS_SWC_Varberg1_200213-200603_SF40,ERR4914147,ERR4914160,ERR4914205,ERR4914218,ERR4914089,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,Sweden,SWC,Varberg2,57.1126278,12.2302732,2,2020-02-13,2020-06-03,Motile,DMSO,100,ARMS_SWC_Varberg2_20200213_20200603_MF100,ARMS_SWC_Varberg2_200213-200603_MF100,ERR4914148,ERR4914160,ERR4914206,ERR4914218,ERR4914090,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,Sweden,SWC,Varberg2,57.1126278,12.2302732,2,2020-02-13,2020-06-03,Motile,DMSO,500,ARMS_SWC_Varberg2_20200213_20200603_MF500,ARMS_SWC_Varberg2_200213-200603_MF500,ERR4914149,ERR4914160,ERR4914207,ERR4914218,ERR4914091,ERR4914102
ARMS_SWC_Varberg2_20200213_20200603,Sweden,SWC,Varberg2,57.1126278,12.2302732,2,2020-02-13,2020-06-03,Sessile,DMSO,40,ARMS_SWC_Varberg2_20200213_20200603_SF40,ARMS_SWC_Varberg2_200213-200603_SF40,ERR4914150,ERR4914160,ERR4914208,ERR4914218,ERR4914092,ERR4914102
ARMS_SWC_Varberg3_20200213_20200603,Sweden,SWC,Varberg3,57.1107004,12.2439775,2,2020-02-13,2020-06-03,Motile,DMSO,100,ARMS_SWC_Varberg3_20200213_20200603_MF100,ARMS_SWC_Varberg3_200213-200603_MF100,ERR4914151,ERR4914160,ERR4914209,ERR4914218,ERR4914093,ERR4914102
ARMS_SWC_Varberg3_20200213_20200603,Sweden,SWC,Varberg3,57.1107004,12.2439775,2,2020-02-13,2020-06-03,Motile,DMSO,500,ARMS_SWC_Varberg3_20200213_20200603_MF500,ARMS_SWC_Varberg3_200213-200603_MF500,ERR4914152,ERR4914160,ERR4914210,ERR4914218,ERR4914094,ERR4914102
ARMS_SWC_Varberg3_20200213_20200603,Sweden,SWC,Varberg3,57.1107004,12.2439775,2,2020-02-13,2020-06-03,Sessile,DMSO,40,ARMS_SWC_Varberg3_20200213_20200603_SF40,ARMS_SWC_Varberg3_200213-200603_SF40,ERR4914153,ERR4914160,ERR4914211,ERR4914218,ERR4914095,ERR4914102
ARMS_TZS_Angbat_20180711_20181106,Finland,TZS,Angbat,59.841505,23.248879,4,2018-07-11,2018-11-06,Motile,EtOH,100,ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH,ANG-MF100-ETOH (2-3),ERR7125522,ERR7125582,no longer provided,no longer provided,ERR7125518,ERR7125581
ARMS_TZS_Angbat_20180711_20181106,Finland,TZS,Angbat,59.841505,23.248879,4,2018-07-11,2018-11-06,Motile,EtOH,500,ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH,ANG-MF500-ETOH (1),ERR4018733,ERR4018737,ERR4018731,ERR4018475,ERR4605225,ERR4605902
ARMS_TZS_Angbat_20180711_20181106,Finland,TZS,Angbat,59.841505,23.248879,4,2018-07-11,2018-11-06,Sessile,EtOH,48,ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,ANG-PSF-ETOH (8-10),ERR7125523,ERR7125582,no longer provided,no longer provided,ERR7125519,ERR7125581
ARMS_TZS_Angbat_20200608_20201117,Finland,TZS,Angbat,59.841505,23.248879,4,2020-06-08,2020-11-17,Motile,EtOH,100,ARMS_TZS_Angbat_20200608_20201117_MF100,ARMS_TZS_ANG_200608-201117_MF100_ETOH,ERR7125501,ERR7125534,ERR7125502,ERR7125535,ERR7125500,ERR7125533
ARMS_TZS_Angbat_20200608_20201117,Finland,TZS,Angbat,59.841505,23.248879,4,2020-06-08,2020-11-17,Motile,EtOH,500,ARMS_TZS_Angbat_20200608_20201117_MF500,ARMS_TZS_ANG_200608-201117_MF500_ETOH,ERR7125504,ERR7125534,ERR7125505,ERR7125535,ERR7125503,ERR7125533
ARMS_TZS_Angbat_20200608_20201117,Finland,TZS,Angbat,59.841505,23.248879,4,2020-06-08,2020-11-17,Sessile,EtOH,40,ARMS_TZS_Angbat_20200608_20201117_SF40,ARMS_TZS_ANG_200608-201117_SF40_ETOH_A,ERR7125507,ERR7125534,ERR7125508,ERR7125535,ERR7125506,ERR7125533
ARMS_TZS_Kummelkobben_20200608_20201120,Finland,TZS,Kummelkobben,59.86442,23.265084,6,2020-06-08,2020-11-20,Motile,EtOH,100,ARMS_TZS_Kummelkobben_20200608_20201120_MF100,ARMS_TZS_KUMM_200608-201120_MF100_ETOH,ERR7125510,ERR7125534,ERR7125511,ERR7125535,ERR7125509,ERR7125533
ARMS_TZS_Kummelkobben_20200608_20201120,Finland,TZS,Kummelkobben,59.86442,23.265084,6,2020-06-08,2020-11-20,Motile,EtOH,500,ARMS_TZS_Kummelkobben_20200608_20201120_MF500,ARMS_TZS_KUMM_200608-201120_MF500_ETOH,ERR7125513,ERR7125534,ERR7125514,ERR7125535,ERR7125512,ERR7125533
ARMS_TZS_Kummelkobben_20200608_20201120,Finland,TZS,Kummelkobben,59.86442,23.265084,6,2020-06-08,2020-11-20,Sessile,EtOH,40,ARMS_TZS_Kummelkobben_20200608_20201120_SF40,ARMS_TZS_KUMM_200608-201120_SF40_ETOH_A,ERR7125516,ERR7125534,ERR7125517,ERR7125535,ERR7125515,ERR7125533
ARMS_TZS_Spikarna_20180711_20181107,Finland,TZS,Spikarna,59.81094,23.206216,3,2018-07-11,2018-11-07,Motile,EtOH,100,ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH,SPI-MF100-ETOH (37),ERR7125524,ERR7125582,no longer provided,no longer provided,ERR7125520,ERR7125581
ARMS_TZS_Spikarna_20180711_20181107,Finland,TZS,Spikarna,59.81094,23.206216,3,2018-07-11,2018-11-07,Motile,EtOH,500,ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,SPI-MF500-ETOH (36),ERR4018732,ERR4018737,ERR4018730,ERR4018475,ERR4605224,ERR4605902
ARMS_TZS_Spikarna_20180711_20181107,Finland,TZS,Spikarna,59.81094,23.206216,3,2018-07-11,2018-11-07,Sessile,EtOH,48,ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,SPI-PSF-ETOH (104-106),ERR7125525,ERR7125582,no longer provided,no longer provided,ERR7125521,ERR7125581
ARMS_Vigo_TorallaA_20180607_20180924,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2018-06-07,2018-09-24,Motile,EtOH,100,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,JT1-MF100-ETOH,ERR7127712,ERR7125582,no longer provided,no longer provided,ERR7127701,ERR7125581
ARMS_Vigo_TorallaA_20180607_20180924,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2018-06-07,2018-09-24,Motile,EtOH,500,ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH,JT1-MF500-ETOH,ERR7127713,ERR7125582,no longer provided,no longer provided,ERR7127702,ERR7125581
ARMS_Vigo_TorallaA_20180607_20180924,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2018-06-07,2018-09-24,Sessile,EtOH,40,ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH,JT1-SF40-ETOH,ERR4018703,ERR4018737,ERR4018702,ERR4018475,ERR4605223,ERR4605902
ARMS_Vigo_TorallaA_20190625_20191014,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,100,ARMS_Vigo_TorallaA_20190625_20191014_MF100,JTBL_A_MF100,ERR4018716,ERR4018471,ERR4018710,ERR4018473,ERR4018704,ERR4018472
ARMS_Vigo_TorallaA_20190625_20191014,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,500,ARMS_Vigo_TorallaA_20190625_20191014_MF500,JTBL_A_MF500,ERR4018717,ERR4018471,ERR4018711,ERR4018473,ERR4018705,ERR4018472
ARMS_Vigo_TorallaA_20190625_20191014,Spain,Vigo,TorallaA,42.233333,-8.783333,12,2019-06-25,2019-10-14,Sessile,DMSO,40,ARMS_Vigo_TorallaA_20190625_20191014_SF40,JTBL_A-SF40,ERR7127691,ERR7125534,ERR7127692,ERR7125535,ERR7127690,ERR7125533
ARMS_Vigo_TorallaB_20190625_20191014,Spain,Vigo,TorallaB,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,100,ARMS_Vigo_TorallaB_20190625_20191014_MF100,JTBL_B_MF100,ERR4018718,ERR4018471,ERR4018712,ERR4018473,ERR4018706,ERR4018472
ARMS_Vigo_TorallaB_20190625_20191014,Spain,Vigo,TorallaB,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,500,ARMS_Vigo_TorallaB_20190625_20191014_MF500,JTBL_B_MF500,ERR4018719,ERR4018471,ERR4018713,ERR4018473,ERR4018707,ERR4018472
ARMS_Vigo_TorallaB_20190625_20191014,Spain,Vigo,TorallaB,42.233333,-8.783333,12,2019-06-25,2019-10-14,Sessile,DMSO,40,ARMS_Vigo_TorallaB_20190625_20191014_SF40,JTBL_B-SF40,ERR7127714,ERR7125582,no longer provided,no longer provided,ERR7127703,ERR7125581
ARMS_Vigo_TorallaC_20190625_20191014,Spain,Vigo,TorallaC,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,100,ARMS_Vigo_TorallaC_20190625_20191014_MF100,JTBL_C_MF100,ERR4018720,ERR4018471,ERR4018714,ERR4018473,ERR4018708,ERR4018472
ARMS_Vigo_TorallaC_20190625_20191014,Spain,Vigo,TorallaC,42.233333,-8.783333,12,2019-06-25,2019-10-14,Motile,DMSO,500,ARMS_Vigo_TorallaC_20190625_20191014_MF500,JTBL_C_MF500,ERR4018721,ERR4018471,ERR4018715,ERR4018473,ERR4018709,ERR4018472
ARMS_Vigo_TorallaC_20190625_20191014,Spain,Vigo,TorallaC,42.233333,-8.783333,12,2019-06-25,2019-10-14,Sessile,DMSO,40,ARMS_Vigo_TorallaC_20190625_20191014_SF40,JTBL_C-SF40,ERR9632095,ERR9632065,no longer provided,no longer provided,ERR9632080,ERR9632062
